Process ID=1508,Messaging Broker Name=AISEmbeddedBroker,Broker Memory Limit=52428800,Broker Store Limit=1073741824
Time,CPU Usage,Threads,Handles,Private Bytes,Virtual Bytes,Available Bytes,Broker Memory Usage,Broker Store Usage,Total Messages Enqueued,Total Messages Dequeued,Number of Pending Messages,Number of Queues,Number of Topics,Total CPU Usage, Process - IO Read Operations/sec, Process - IO Write Operations/sec, System - File Read Operations/sec, System - File Write Operations/sec
2017-Feb-08 11:45:17.390,27.060,108,2279,18773692416,27670188032,791740416,0,1,0,0,0,0,0,60.189,114,15,927,19
2017-Feb-08 11:45:27.405,29.595,108,2279,18775265280,27670188032,815759360,0,1,0,0,0,0,0,78.974,110,16,763,19
2017-Feb-08 11:45:37.405,30.265,108,2279,18776887296,27670188032,737972224,0,1,0,0,0,0,0,82.685,109,15,847,18
2017-Feb-08 11:45:47.420,30.218,108,2279,18778644480,27670188032,732446720,0,1,0,0,0,0,0,69.940,105,16,559,28
2017-Feb-08 11:45:57.435,27.258,109,2281,18780008448,27672285184,846544896,0,1,0,0,0,0,0,82.089,110,16,802,19
2017-Feb-08 11:46:07.435,31.513,109,2281,18781818880,27672285184,711008256,0,1,0,0,0,0,0,87.834,97,16,910,26
2017-Feb-08 11:46:17.450,30.218,109,2281,18782605312,27672285184,767176704,0,1,0,0,0,0,0,163.709,71,15,1208,463
2017-Feb-08 11:46:27.450,29.953,109,2281,18784350208,27672285184,824078336,0,1,0,0,0,0,0,116.538,94,16,962,32
2017-Feb-08 11:46:37.450,26.833,109,2281,18786099200,27672285184,692408320,0,1,0,0,0,0,0,59.441,102,16,422,19
2017-Feb-08 11:46:47.465,31.620,109,2281,18787639296,27672285184,800632832,0,1,0,0,0,0,0,73.990,104,16,709,29
2017-Feb-08 11:46:57.465,27.457,108,2279,18789298176,27670188032,729362432,0,1,0,0,0,0,0,87.522,114,15,887,19
2017-Feb-08 11:47:07.465,26.053,108,2279,18790785024,27670188032,722432000,0,1,0,0,0,0,0,54.136,107,16,385,51
2017-Feb-08 11:47:17.464,26.365,108,2279,18792218624,27670188032,718495744,0,1,0,0,0,0,0,88.302,107,16,971,20
2017-Feb-08 11:47:27.480,28.349,108,2279,18793734144,27670188032,699842560,0,1,0,0,0,0,0,78.818,102,16,805,19
2017-Feb-08 11:47:37.495,26.635,108,2279,18795266048,27670188032,691564544,0,1,0,0,0,0,0,60.283,113,15,510,18
2017-Feb-08 11:47:47.510,33.645,108,2279,18796736512,27670188032,743260160,0,1,0,0,0,0,0,81.155,106,16,729,29
2017-Feb-08 11:47:57.510,28.861,109,2281,18798366720,27672285184,679501824,0,1,0,0,0,0,0,87.522,105,14,746,18
2017-Feb-08 11:48:07.510,32.605,109,2281,18799771648,27672285184,639864832,0,1,0,0,0,0,0,75.353,99,16,576,19
2017-Feb-08 11:48:17.510,29.173,109,2281,18800910336,27672285184,603312128,0,1,0,0,0,0,0,80.657,89,16,731,18
2017-Feb-08 11:48:27.509,26.209,109,2281,18802728960,27672285184,653344768,0,1,0,0,0,0,0,78.941,116,16,782,19
2017-Feb-08 11:48:37.525,23.209,109,2281,18804219904,27672285184,669638656,0,1,0,0,0,0,0,61.684,109,15,570,18
2017-Feb-08 11:48:47.524,26.989,109,2281,18806226944,27672285184,634347520,0,1,0,0,0,0,0,78.941,128,16,857,29
2017-Feb-08 11:48:57.524,20.281,109,2281,18808217600,27672285184,622465024,0,1,0,0,0,0,0,69.581,128,15,740,19
2017-Feb-08 11:49:07.539,23.209,108,2279,18809868288,27670188032,605515776,0,1,0,0,0,0,0,61.373,114,16,567,20
2017-Feb-08 11:49:17.539,17.317,108,2279,18811863040,27670188032,604524544,0,1,0,0,0,0,0,68.333,112,16,798,19
2017-Feb-08 11:49:27.539,19.345,108,2279,18813190144,27670188032,587051008,0,1,0,0,0,0,0,68.801,103,16,790,19
2017-Feb-08 11:49:37.539,20.125,108,2279,18815090688,27670188032,576274432,0,1,0,0,0,0,0,53.356,132,15,512,18
2017-Feb-08 11:49:47.554,29.751,108,2279,18816798720,27670188032,576073728,0,1,0,0,0,0,0,78.507,124,16,814,29
2017-Feb-08 11:49:57.554,28.861,109,2281,18818396160,27672285184,555667456,0,1,0,0,0,0,0,85.181,114,15,793,18
2017-Feb-08 11:50:07.569,24.143,109,2281,18819948544,27672285184,565125120,0,1,0,0,0,0,0,60.127,100,16,482,19
2017-Feb-08 11:50:17.584,22.741,109,2281,18822037504,27672285184,557854720,0,1,0,0,0,0,0,78.507,119,16,1300,20
2017-Feb-08 11:50:27.600,25.389,109,2281,18824122368,27672285184,519106560,0,1,0,0,0,0,0,76.326,124,16,805,19
2017-Feb-08 11:50:37.599,26.833,109,2281,18826252288,27672285184,508928000,0,1,0,0,0,0,0,60.377,122,15,504,18
2017-Feb-08 11:50:47.599,30.733,109,2281,18828251136,27672285184,455323648,0,1,0,0,0,0,0,73.949,119,13,724,26
2017-Feb-08 11:50:57.614,26.947,109,2281,18829783040,27672285184,447635456,0,1,0,0,0,0,0,77.105,114,18,778,22
2017-Feb-08 11:51:07.614,31.669,108,2279,18831360000,27670188032,486809600,0,1,0,0,0,0,0,57.100,117,13,233,19
2017-Feb-08 11:51:17.614,28.705,108,2279,18833092608,27670188032,422666240,0,1,0,0,0,0,0,85.649,105,16,729,46
2017-Feb-08 11:51:27.614,31.669,108,2279,18834575360,27670188032,410066944,0,1,0,0,0,0,0,82.373,114,16,776,19
2017-Feb-08 11:51:37.629,30.529,108,2279,18836267008,27670188032,460988416,0,1,0,0,0,0,0,75.703,106,15,644,18
2017-Feb-08 11:51:47.629,26.833,108,2279,18837782528,27670188032,462782464,0,1,0,0,0,0,0,62.093,100,16,543,29
2017-Feb-08 11:51:57.628,27.613,109,2281,18839728128,27672285184,390684672,0,1,0,0,0,0,0,87.365,108,15,867,19
2017-Feb-08 11:52:07.628,29.797,109,2281,18841313280,27672285184,433332224,0,1,0,0,0,0,0,62.873,118,16,480,19
2017-Feb-08 11:52:17.643,32.243,109,2281,18843205632,27672285184,465833984,0,1,0,0,0,0,0,80.220,105,16,759,19
2017-Feb-08 11:52:27.643,23.713,109,2281,18844737536,27672285184,453758976,0,1,0,0,0,0,0,75.041,99,16,790,19
2017-Feb-08 11:52:37.659,28.349,109,2281,18846638080,27672285184,404541440,0,1,0,0,0,0,0,56.233,117,13,429,16
2017-Feb-08 11:52:47.674,34.112,109,2281,18848219136,27672285184,413216768,0,1,0,0,0,0,0,85.360,101,16,805,29
2017-Feb-08 11:52:57.674,30.577,109,2281,18849824768,27672285184,368943104,0,1,0,0,0,0,0,156.788,105,15,902,22
2017-Feb-08 11:53:07.673,29.329,112,2340,18851135488,27678576640,274886656,0,1,0,0,0,0,0,104.370,100,16,397,30
2017-Feb-08 11:53:17.673,31.201,112,2340,18852741120,27678576640,572149760,0,1,0,0,0,0,0,173.792,110,16,2338,201
2017-Feb-08 11:53:27.673,32.761,112,2340,18853900288,27678576640,245313536,0,1,0,0,0,0,0,196.725,92,16,1318,3541
2017-Feb-08 11:53:37.673,29.329,112,2340,18856370176,27678576640,224903168,0,1,0,0,0,0,0,171.140,89,15,600,20
2017-Feb-08 11:53:47.688,33.645,112,2340,18857988096,27678576640,149319680,0,1,0,0,0,0,0,181.466,104,16,700,29
2017-Feb-08 11:53:57.719,32.348,113,2339,18859597824,27680673792,208470016,0,1,0,0,0,0,0,189.892,98,16,2504,254
2017-Feb-08 11:54:07.719,30.733,113,2342,18860933120,27680673792,228548608,0,1,0,0,0,0,0,105.150,95,16,2122,26
2017-Feb-08 11:54:17.718,31.981,113,2342,18862522368,27680673792,133120000,0,1,0,0,0,0,0,115.290,112,15,921,21
2017-Feb-08 11:54:27.734,27.726,113,2342,18864144384,27697254400,165462016,0,1,0,0,0,0,0,98.600,102,16,420,23
2017-Feb-08 11:54:37.733,28.237,114,2338,18866020352,27699286016,47976448,0,1,0,0,0,0,0,119.191,118,14,756,17
2017-Feb-08 11:54:47.749,32.866,114,2342,18867576832,27699351552,89968640,0,1,0,0,0,0,0,146.575,108,16,862,33
2017-Feb-08 11:54:57.748,29.797,114,2342,18869698560,27699351552,120229888,0,1,0,0,0,0,0,136.039,103,16,474,19
2017-Feb-08 11:55:07.764,28.037,113,2340,18871865344,27697254400,92946432,0,1,0,0,0,0,0,148.288,112,16,937,22
2017-Feb-08 11:55:17.763,26.209,113,2340,18874200064,27697254400,316473344,0,1,0,0,0,0,0,157.880,108,12,1068,16
2017-Feb-08 11:55:27.763,25.741,113,2340,18875740160,27697254400,429862912,0,1,0,0,0,0,0,82.529,118,16,665,163
2017-Feb-08 11:55:37.778,25.857,113,2340,18877620224,27697254400,372645888,0,1,0,0,0,0,0,145.952,105,15,987,92
2017-Feb-08 11:55:47.794,29.283,113,2340,18879660032,27697254400,349052928,0,1,0,0,0,0,0,104.208,103,16,909,70
2017-Feb-08 11:55:57.794,28.549,113,2342,18881568768,27697254400,289517568,0,1,0,0,0,0,0,66.461,113,15,467,25
2017-Feb-08 11:56:07.793,30.889,114,2341,18883383296,27699351552,341741568,0,1,0,0,0,0,0,89.082,104,16,869,19
2017-Feb-08 11:56:17.809,28.972,114,2341,18884870144,27699351552,334168064,0,1,0,0,0,0,0,99.067,100,16,843,32
2017-Feb-08 11:56:27.855,33.230,114,2341,18886438912,27699351552,379060224,0,1,0,0,0,0,0,93.325,100,16,479,27
2017-Feb-08 11:56:37.855,29.017,110,2281,18887716864,27690962944,430821376,0,1,0,0,0,0,0,98.442,104,16,871,21
2017-Feb-08 11:56:47.855,36.661,109,2279,18889056256,27688865792,461094912,0,1,0,0,0,0,0,145.087,107,16,646,61
2017-Feb-08 11:56:57.854,29.017,110,2281,18890645504,27690962944,512987136,0,1,0,0,0,0,0,114.354,114,15,960,84
2017-Feb-08 11:57:07.854,23.869,109,2281,18892652544,27688865792,423550976,0,1,0,0,0,0,0,78.473,127,16,824,21
2017-Feb-08 11:57:17.854,21.997,109,2281,18895183872,27688865792,401072128,0,1,0,0,0,0,0,141.031,113,16,954,65
2017-Feb-08 11:57:27.853,24.805,109,2281,18897137664,27688865792,326590464,0,1,0,0,0,0,0,111.546,112,16,932,686
2017-Feb-08 11:57:37.853,31.045,109,2281,18898640896,27688865792,265785344,0,1,0,0,0,0,0,107.646,102,14,741,18
2017-Feb-08 11:57:47.869,30.997,109,2281,18900041728,27688865792,313786368,0,1,0,0,0,0,0,88.943,110,16,515,34
2017-Feb-08 11:57:57.868,23.401,109,2281,18901573632,27688865792,441454592,0,1,0,0,0,0,0,147.428,112,15,842,40
2017-Feb-08 11:58:07.868,28.393,108,2279,18903728128,27686768640,1816297472,0,1,0,0,0,0,0,159.128,122,16,902,33
2017-Feb-08 11:58:17.868,23.245,108,2279,18905604096,27686768640,2006884352,0,1,0,0,0,0,0,74.729,117,13,582,81
2017-Feb-08 11:58:27.883,28.193,108,2279,18907222016,27686768640,1975595008,0,1,0,0,0,0,0,80.999,112,16,618,67
2017-Feb-08 11:58:37.898,28.816,108,2279,18909282304,27686768640,1935613952,0,1,0,0,0,0,0,110.282,131,16,1144,44
2017-Feb-08 11:58:47.914,35.670,108,2279,18911375360,27686768640,1817530368,0,1,0,0,0,0,0,124.457,117,16,710,35
2017-Feb-08 11:58:57.913,33.229,113,2342,18913931264,27697254400,1814601728,0,1,0,0,0,0,0,145.087,110,16,922,684
2017-Feb-08 11:59:07.929,28.349,113,2342,18915246080,27697254400,1762729984,0,1,0,0,0,0,0,82.557,119,16,754,22
2017-Feb-08 11:59:17.944,29.751,113,2343,18916638720,27697254400,1776177152,0,1,0,0,0,0,0,78.507,118,16,732,21
2017-Feb-08 11:59:27.944,34.165,113,2343,18918629376,27697254400,1763069952,0,1,0,0,0,0,0,79.097,113,16,659,19
2017-Feb-08 11:59:37.959,26.635,113,2343,18920656896,27697254400,1707597824,0,1,0,0,0,0,0,72.432,115,16,744,49
2017-Feb-08 11:59:47.959,29.173,113,2343,18922590208,27697254400,1753866240,0,1,0,0,0,0,0,75.509,123,16,790,35
2017-Feb-08 11:59:57.959,24.493,113,2343,18924720128,27697254400,1769607168,0,1,0,0,0,0,0,61.469,108,15,504,20
2017-Feb-08 12:00:07.963,26.509,112,2341,18926477312,27695157248,1747582976,0,1,0,0,0,0,0,80.026,117,16,816,20
2017-Feb-08 12:00:17.962,28.395,112,2341,18928156672,27695157248,1727492096,0,1,0,0,0,0,0,80.325,121,16,1285,20
2017-Feb-08 12:00:27.946,26.251,114,2341,18929717248,27699351552,1715134464,0,1,0,0,0,0,0,58.419,97,16,413,19
2017-Feb-08 12:00:37.945,28.083,114,2341,18932277248,27699351552,1732902912,0,1,0,0,0,0,0,81.885,119,15,841,19
2017-Feb-08 12:00:47.944,29.175,114,2341,18933481472,27699351552,1696653312,0,1,0,0,0,0,0,80.793,117,16,815,29
2017-Feb-08 12:00:57.943,29.331,114,2343,18935476224,27699351552,1702359040,0,1,0,0,0,0,0,65.971,115,16,497,19
2017-Feb-08 12:01:07.942,28.395,114,2343,18937602048,27699351552,1694814208,0,1,0,0,0,0,0,82.353,106,16,785,20
2017-Feb-08 12:01:17.941,36.820,114,2343,18938486784,27699351552,1687162880,0,1,0,0,0,0,0,121.201,79,16,781,111
2017-Feb-08 12:01:27.925,34.221,114,2343,18940178432,27699351552,1620062208,0,1,0,0,0,0,0,127.954,108,16,1012,521
2017-Feb-08 12:01:37.908,29.689,112,2341,18941984768,27695157248,1678696448,0,1,0,0,0,0,0,104.046,103,13,891,23
2017-Feb-08 12:01:47.892,35.314,112,2341,18943549440,27695157248,1636737024,0,1,0,0,0,0,0,93.733,87,16,814,29
2017-Feb-08 12:01:57.891,34.479,114,2342,18944937984,27699351552,1649795072,0,1,0,0,0,0,0,93.586,93,15,460,19
2017-Feb-08 12:02:07.874,29.689,114,2342,18946240512,27699351552,1644589056,0,1,0,0,0,0,0,90.920,104,16,1283,19
2017-Feb-08 12:02:17.873,33.387,114,2343,18947792896,27699351552,1643102208,0,1,0,0,0,0,0,151.312,64,15,854,26
2017-Feb-08 12:02:27.857,32.971,114,2343,18948878336,27699351552,1613332480,0,1,0,0,0,0,0,100.140,78,16,402,24
2017-Feb-08 12:02:37.856,30.111,114,2344,18950729728,27699351552,1634942976,0,1,0,0,0,0,0,82.041,100,16,835,20
2017-Feb-08 12:02:47.855,35.727,114,2344,18952298496,27699351552,1601961984,0,1,0,0,0,0,0,88.906,99,16,809,29
2017-Feb-08 12:02:57.854,31.827,114,2344,18954100736,27699351552,1626972160,0,1,0,0,0,0,0,67.063,105,15,454,19
2017-Feb-08 12:03:07.837,31.252,112,2341,18956124160,27695157248,1611509760,0,1,0,0,0,0,0,81.232,117,16,803,19
2017-Feb-08 12:03:17.837,31.671,112,2342,18957754368,27695157248,1591623680,0,1,0,0,0,0,0,79.389,117,15,789,19
2017-Feb-08 12:03:27.851,35.049,112,2342,18958262272,27695157248,1535528960,0,1,0,0,0,0,0,86.897,45,16,332,27
2017-Feb-08 12:03:37.835,30.002,112,2342,18959101952,27695157248,1530654720,0,1,0,0,0,0,0,82.951,87,15,756,19
2017-Feb-08 12:03:47.818,34.064,112,2342,18960928768,27695157248,1574027264,0,1,0,0,0,0,0,72.482,102,16,551,29
2017-Feb-08 12:03:57.802,30.939,113,2344,18963161088,27697254400,1627000832,0,1,0,0,0,0,0,78.107,115,16,695,19
2017-Feb-08 12:04:07.785,27.189,113,2344,18964533248,27697254400,1573855232,0,1,0,0,0,0,0,77.482,124,16,755,18
2017-Feb-08 12:04:17.784,26.367,113,2344,18966212608,27697254400,1569566720,0,1,0,0,0,0,0,63.319,118,16,547,19
2017-Feb-08 12:04:27.768,28.439,113,2344,18968760320,27697254400,1566625792,0,1,0,0,0,0,0,72.013,118,16,736,19
2017-Feb-08 12:04:37.767,26.991,113,2344,18970767360,27697254400,1521635328,0,1,0,0,0,0,0,78.921,132,16,912,19
2017-Feb-08 12:04:47.766,31.827,113,2344,18972577792,27697254400,1537937408,0,1,0,0,0,0,0,66.751,117,15,499,28
2017-Feb-08 12:04:57.750,28.439,113,2344,18974990336,27697254400,1601708032,0,1,0,0,0,0,0,69.825,117,16,620,20
2017-Feb-08 12:05:07.756,23.541,112,2342,18977656832,27695157248,1578827776,0,1,0,0,0,0,0,75.257,132,15,820,19
2017-Feb-08 12:05:17.750,31.688,112,2342,18979741696,27695157248,1450373120,0,1,0,0,0,0,0,67.671,126,13,921,20
2017-Feb-08 12:05:27.744,27.473,112,2342,18981904384,27695157248,1609691136,0,1,0,0,0,0,0,80.939,113,14,702,23
2017-Feb-08 12:05:37.753,28.209,112,2342,18983075840,27711737856,1494126592,0,1,0,0,0,0,0,81.124,88,16,768,19
2017-Feb-08 12:05:47.763,30.080,112,2342,18984603648,27711737856,1494585344,0,1,0,0,0,0,0,54.629,94,15,397,28
2017-Feb-08 12:05:57.772,35.379,113,2344,18986778624,27713835008,1591808000,0,1,0,0,0,0,0,95.619,99,16,836,19
2017-Feb-08 12:06:07.766,32.468,113,2344,18988589056,27713835008,1532329984,0,1,0,0,0,0,0,108.100,103,15,984,225
2017-Feb-08 12:06:17.760,36.058,113,2344,18990288896,27713835008,1489248256,0,1,0,0,0,0,0,139.319,99,16,883,125
2017-Feb-08 12:06:27.754,33.873,113,2344,18991595520,27713835008,1577492480,0,1,0,0,0,0,0,86.246,95,16,1809,45
2017-Feb-08 12:06:37.748,33.249,113,2344,18993651712,27713835008,1513799680,0,1,0,0,0,0,0,83.281,106,16,775,22
2017-Feb-08 12:06:47.742,30.127,113,2344,18995482624,27713835008,1485578240,0,1,0,0,0,0,0,84.217,114,16,819,28
2017-Feb-08 12:06:57.736,36.527,113,2344,18997088256,27713835008,1558257664,0,1,0,0,0,0,0,84.061,101,16,634,19
2017-Feb-08 12:07:07.729,32.780,112,2342,18998935552,27711737856,1474723840,0,1,0,0,0,0,0,70.637,103,15,648,19
2017-Feb-08 12:07:17.723,33.405,112,2342,19000061952,27711737856,1472700416,0,1,0,0,0,0,0,92.959,83,16,781,19
2017-Feb-08 12:07:27.717,33.561,112,2342,19002003456,27711737856,1533804544,0,1,0,0,0,0,0,73.290,82,16,522,19
2017-Feb-08 12:07:37.711,32.312,112,2342,19003191296,27711737856,1464291328,0,1,0,0,0,0,0,87.495,82,16,687,20
2017-Feb-08 12:07:47.705,38.868,112,2342,19004116992,27711737856,1408036864,0,1,0,0,0,0,0,120.588,61,15,843,28
2017-Feb-08 12:07:57.699,38.556,113,2344,19006107648,27713835008,1511342080,0,1,0,0,0,0,0,83.749,103,16,583,19
2017-Feb-08 12:08:07.693,36.527,113,2344,19007758336,27713835008,1391136768,0,1,0,0,0,0,0,69.856,110,15,508,19
2017-Feb-08 12:08:17.687,29.190,113,2344,19010121728,27713835008,1381675008,0,1,0,0,0,0,0,91.554,123,16,974,19
2017-Feb-08 12:08:27.681,28.878,113,2344,19012083712,27713835008,1490251776,0,1,0,0,0,0,0,60.178,117,16,497,19
2017-Feb-08 12:08:37.675,24.039,113,2344,19014737920,27713835008,1430859776,0,1,0,0,0,0,0,66.266,129,16,709,21
2017-Feb-08 12:08:47.668,27.629,113,2344,19017383936,27713835008,1402691584,0,1,0,0,0,0,0,82.812,145,15,880,29
2017-Feb-08 12:08:57.678,31.794,113,2344,19019870208,27713835008,1448652800,0,1,0,0,0,0,0,70.215,136,16,548,21
2017-Feb-08 12:09:07.687,28.677,112,2342,19021586432,27711737856,1447268352,0,1,0,0,0,0,0,62.734,126,14,511,18
2017-Feb-08 12:09:17.697,24.313,112,2342,19023650816,27711737856,1370423296,0,1,0,0,0,0,0,77.852,117,16,893,19
2017-Feb-08 12:09:27.706,25.404,112,2342,19025895424,27711737856,1389101056,0,1,0,0,0,0,0,68.812,116,16,701,18
2017-Feb-08 12:09:37.716,27.742,112,2342,19029000192,27713216512,1403125760,0,1,0,0,0,0,0,57.435,130,16,480,19
2017-Feb-08 12:09:47.772,25.441,112,2342,19030663168,27713216512,1365225472,0,1,0,0,0,0,0,78.574,110,16,879,29
2017-Feb-08 12:09:57.782,30.236,113,2344,19033116672,27715313664,1368993792,0,1,0,0,0,0,0,65.695,143,16,555,19
2017-Feb-08 12:10:07.794,25.709,113,2344,19037487104,27717799936,1342644224,0,1,0,0,0,0,0,62.982,120,15,623,19
2017-Feb-08 12:10:17.807,25.083,113,2344,19038801920,27717799936,1390317568,0,1,0,0,0,0,0,82.647,118,16,1358,20
2017-Feb-08 12:10:27.820,24.615,113,2344,19041193984,27717799936,1325654016,0,1,0,0,0,0,0,64.108,124,16,575,19
2017-Feb-08 12:10:37.834,28.822,113,2344,19043172352,27717799936,1272508416,0,1,0,0,0,0,0,76.260,129,16,758,19
2017-Feb-08 12:10:47.831,32.612,113,2344,19045625856,27717799936,1301057536,0,1,0,0,0,0,0,88.238,112,15,873,29
2017-Feb-08 12:10:57.829,29.179,113,2344,19047989248,27717799936,1309675520,0,1,0,0,0,0,0,74.818,137,16,714,19
2017-Feb-08 12:11:07.842,26.952,112,2342,19050315776,27732283392,1283047424,0,1,0,0,0,0,0,53.514,129,16,456,20
2017-Feb-08 12:11:17.856,28.666,112,2342,19052597248,27732283392,1274593280,0,1,0,0,0,0,0,90.125,126,16,984,19
2017-Feb-08 12:11:27.853,31.520,112,2342,19054927872,27732283392,1276538880,0,1,0,0,0,0,0,84.961,123,16,730,32
2017-Feb-08 12:11:37.851,33.392,112,2342,19057061888,27732283392,1247371264,0,1,0,0,0,0,0,69.045,120,16,567,19
2017-Feb-08 12:11:47.864,25.394,112,2342,19059945472,27732283392,1245999104,0,1,0,0,0,0,0,76.571,137,16,896,28
2017-Feb-08 12:11:57.862,28.555,113,2344,19061837824,27734380544,1264500736,0,1,0,0,0,0,0,69.981,121,13,606,16
2017-Feb-08 12:12:07.859,29.647,113,2344,19064442880,27734380544,1181855744,0,1,0,0,0,0,0,68.265,144,16,623,19
2017-Feb-08 12:12:17.873,30.847,113,2344,19066249216,27734380544,1290698752,0,1,0,0,0,0,0,92.151,106,16,796,19
2017-Feb-08 12:12:27.870,31.051,113,2344,19068252160,27734380544,1281912832,0,1,0,0,0,0,0,67.953,111,16,512,19
2017-Feb-08 12:12:37.884,31.626,113,2344,19070230528,27734380544,1160790016,0,1,0,0,0,0,0,85.452,131,16,808,19
2017-Feb-08 12:12:47.897,29.289,113,2344,19072458752,27734380544,1205321728,0,1,0,0,0,0,0,70.184,127,15,748,28
2017-Feb-08 12:12:57.910,33.184,113,2344,19074682880,27734380544,1216405504,0,1,0,0,0,0,0,66.756,131,16,440,19
2017-Feb-08 12:13:07.924,28.043,112,2342,19077468160,27732283392,1144725504,0,1,0,0,0,0,0,86.230,137,15,928,19
2017-Feb-08 12:13:17.937,29.134,112,2342,19079401472,27732283392,1146572800,0,1,0,0,0,0,0,91.839,122,16,968,19
2017-Feb-08 12:13:27.950,28.355,112,2342,19082129408,27732283392,1232252928,0,1,0,0,0,0,0,56.474,147,16,502,19
2017-Feb-08 12:13:37.963,29.601,112,2342,19084648448,27732283392,1158795264,0,1,0,0,0,0,0,77.818,128,16,814,20
2017-Feb-08 12:13:47.961,28.867,112,2342,19086684160,27732283392,1164300288,0,1,0,0,0,0,0,80.280,129,15,847,29
2017-Feb-08 12:13:57.974,32.094,113,2344,19088760832,27734380544,1203675136,0,1,0,0,0,0,0,75.792,122,16,567,20
2017-Feb-08 12:14:07.972,29.023,113,2344,19091509248,27734380544,1135431680,0,1,0,0,0,0,0,75.755,131,14,784,17
2017-Feb-08 12:14:17.970,24.810,113,2344,19093938176,27734380544,1088782336,0,1,0,0,0,0,0,82.932,130,16,929,19
2017-Feb-08 12:14:27.983,29.445,113,2344,19096227840,27734380544,1180061696,0,1,0,0,0,0,0,67.535,127,16,652,19
2017-Feb-08 12:14:37.981,28.867,113,2344,19098038272,27734380544,1198641152,0,1,0,0,0,0,0,94.791,122,16,701,20
2017-Feb-08 12:14:47.978,23.562,113,2343,19102547968,27736039424,1062719488,0,1,0,0,0,0,0,74.662,129,16,840,28
2017-Feb-08 12:14:57.976,29.023,113,2344,19104563200,27736039424,1188524032,0,1,0,0,0,0,0,83.400,130,16,803,19
2017-Feb-08 12:15:07.990,27.884,112,2342,19107561472,27735052288,1119576064,0,1,0,0,0,0,0,61.647,133,16,467,20
2017-Feb-08 12:15:18.005,29.441,112,2342,19110166528,27735052288,1041285120,0,1,0,0,0,0,0,91.100,131,16,1364,20
2017-Feb-08 12:15:28.019,31.155,112,2342,19112275968,27735052288,1146003456,0,1,0,0,0,0,0,74.276,122,16,630,19
2017-Feb-08 12:15:38.018,34.792,112,2342,19114086400,27735052288,1014337536,0,1,0,0,0,0,0,74.392,88,16,510,19
2017-Feb-08 12:15:48.033,34.270,112,2342,19114958848,27735052288,1062490112,0,1,0,0,0,0,0,100.290,86,15,865,28
2017-Feb-08 12:15:58.032,35.260,113,2344,19116449792,27737149440,1080942592,0,1,0,0,0,0,0,74.704,89,16,325,20
2017-Feb-08 12:16:08.046,33.024,113,2344,19117969408,27737149440,1015046144,0,1,0,0,0,0,0,95.306,97,15,844,19
2017-Feb-08 12:16:18.045,26.367,113,2344,19121315840,27737149440,1065803776,0,1,0,0,0,0,0,81.413,131,16,895,19
2017-Feb-08 12:16:28.060,27.416,113,2344,19122610176,27737149440,1050771456,0,1,0,0,0,0,0,96.863,108,16,880,294
2017-Feb-08 12:16:38.059,32.608,113,2344,19125940224,27737149440,1036361728,0,1,0,0,0,0,0,144.912,141,16,1198,130
2017-Feb-08 12:16:48.058,31.515,113,2344,19128594432,27737149440,964423680,0,1,0,0,0,0,0,123.069,136,16,916,41
2017-Feb-08 12:16:58.057,30.267,113,2344,19131199488,27737149440,966529024,0,1,0,0,0,0,0,55.202,141,16,345,19
2017-Feb-08 12:17:08.056,29.643,112,2342,19133440000,27735052288,1011781632,0,1,0,0,0,0,0,72.832,139,16,738,21
2017-Feb-08 12:17:18.055,27.927,112,2342,19135905792,27735052288,994938880,0,1,0,0,0,0,0,76.264,130,16,795,19
2017-Feb-08 12:17:28.054,28.395,112,2342,19138609152,27735052288,948961280,0,1,0,0,0,0,0,45.373,128,16,265,19
2017-Feb-08 12:17:38.068,32.245,112,2342,19140911104,27735052288,928583680,0,1,0,0,0,0,0,85.336,126,16,843,19
2017-Feb-08 12:17:48.067,28.551,112,2342,19143507968,27735052288,974024704,0,1,0,0,0,0,0,88.902,129,16,912,29
2017-Feb-08 12:17:58.082,29.909,113,2341,19145478144,27737149440,990322688,0,1,0,0,0,0,0,56.362,130,16,380,20
2017-Feb-08 12:18:08.081,31.984,113,2344,19148177408,27737149440,1022570496,0,1,0,0,0,0,0,87.653,149,14,874,17
2017-Feb-08 12:18:18.080,32.764,113,2344,19150659584,27737149440,934957056,0,1,0,0,0,0,0,86.873,115,16,875,19
2017-Feb-08 12:18:28.079,29.955,113,2344,19152760832,27737149440,959180800,0,1,0,0,0,0,0,58.322,125,12,485,16
2017-Feb-08 12:18:38.078,32.608,113,2343,19155054592,27737149440,890650624,0,1,0,0,0,0,0,77.980,122,16,659,22
2017-Feb-08 12:18:48.077,33.232,113,2344,19157463040,27737149440,882548736,0,1,0,0,0,0,0,91.242,120,15,864,28
2017-Feb-08 12:18:58.075,31.984,113,2344,19160150016,27737149440,992034816,0,1,0,0,0,0,0,55.826,136,16,363,20
2017-Feb-08 12:19:08.074,26.991,112,2339,19162902528,27735052288,880443392,0,1,0,0,0,0,0,80.165,146,15,847,20
2017-Feb-08 12:19:18.089,26.637,112,2342,19165708288,27735052288,976584704,0,1,0,0,0,0,0,80.663,151,16,833,19
2017-Feb-08 12:19:28.088,24.027,112,2342,19168403456,27735052288,954347520,0,1,0,0,0,0,0,54.578,158,16,504,19
